id_transaccion,id_cliente,monto,fecha,id_tienda,nombre,edad,ciudad,pais,preferencias,puntos_lealtad,gastos_mensuales,ingresos,lat,lon,segmento_cliente,PC1,PC2,PC3
4494,1416,684.55,2023-07-08,19,Patricia Ramos,30,Oaxaca,mx,"['Ropa', 'Electrónica']",0.7121941436020859,0.1649595604163908,0.17373865715938291,32.185938,-115.44142,Regular Adulto,-0.5414008241263206,0.4607373063232707,-0.2036614124862327
4495,246,4837.51,2023-09-12,5,Valentina Rodríguez,42,Tijuana,Mexico,"['Deportes', 'Ropa']",0.7274368231046932,0.06806783513557643,0.785903553652686,15.504169,-103.790733,Regular Adulto,0.6712720022942935,-0.23918680642484158,0.24422458784790568
4496,1457,249.02,2023-09-13,2,Fernando Rodríguez,32,Hermosillo,Mex,"['Electrónica', 'Hogar', 'Juguetes']",0.2075812274368231,0.5827375496093604,0.08451225067519173,20.335276,-113.999886,Premium Adulto,-0.6203892759634094,-0.5431686090845702,-0.40741572235073525
4497,1498,407.39,2024-02-09,5,Miguel Ortiz,48,Oaxaca,mx,"['Deportes', 'Electrónica']",0.5262735659847573,0.2470395087853726,0.8571633092601864,20.88112,-99.987755,Regular Adulto,-0.5950493899570961,-0.23769692236502304,0.1527378147235453
4498,447,1418.92,2023-04-26,19,Claudia Ramos,43,Chihuahua,méxico,['Alimentos'],0.2781789009225832,0.03763304693717241,0.467403360073014,16.382983,-88.248797,Regular Adulto,-0.3155124569253528,0.2892409586655851,-0.232919760726922
4499,6,3276.67,2023-04-24,1,Eduardo Mendoza,45,Monterrey,MEX,"['Juguetes', 'Deportes', 'Hogar']",0.5950661853188929,0.23800022370012872,0.9460285985085484,27.872942,-108.336277,Regular Adulto,0.22005683267804166,-0.32929250225891754,0.19593117448107789
4500,847,579.42,2023-07-31,15,Sofía Castillo,45,Tijuana,Mexico,"['Belleza', 'Deportes']",0.014039310068190933,0.9435298594674651,0.33502464585069747,15.053981,-115.12748,Premium Adulto,-0.5210434496430295,0.1350222690490689,-0.44248755030314335
4501,296,777.59,2024-10-25,4,María Reyes,67,Hermosillo,México,"['Electrónica', 'Ropa', 'Alimentos']",0.03289209787404733,0.3483859521461714,0.7434328814070431,27.771913,-107.674164,Regular Adulto,-0.4950560572928109,-0.26847372011613896,-0.06310058394332829
4502,756,1659.3,2024-02-25,13,Sofía Hernández,47,Ciudad de México,MEX,"['Electrónica', 'Alimentos']",0.7115924588848777,0.3542381532140181,0.8835473037536827,29.053377,-111.701824,Regular Adulto,-0.25231974131099216,0.2929810674595411,0.18858419001211046
4503,1351,2618.39,2023-10-09,15,Alejandro Ramos,50,Puebla,México,"['Alimentos', 'Belleza']",0.5160449257922182,0.7650647251895345,0.6911082760084206,29.176733,-106.017184,Premium Adulto,0.029332090028698188,0.3323986960338241,0.06784025957553985
4504,1359,1047.67,2024-10-12,5,Roberto Rivera,46,León,mx,"['Juguetes', 'Alimentos', 'Belleza']",0.16305655836341756,0.8112626586631733,0.3182743617580052,28.059911,-97.680357,Premium Adulto,-0.4053061482708839,-0.3328289768750713,-0.21562886247404967
4505,424,1976.59,2023-07-12,8,Patricia López,58,Monterrey,Mexico,"['Belleza', 'Electrónica', 'Hogar']",0.531688728439631,0.027860951085524163,0.7354403580295766,16.381297,-112.42383,Regular Adulto,-0.15268996943788582,-0.08080302996660649,0.18823385399991044
4506,1004,2470.12,2023-10-08,14,José Moreno,21,Mérida,méxico,"['Hogar', 'Ropa', 'Deportes']",0.8997192137986362,0.38530547281079214,0.7393267754407694,23.963153,-101.237963,Regular Joven,-0.008699778675005043,0.2417514015190002,0.0647994405712895
4507,101,1297.95,2024-03-19,15,Verónica Mendoza,46,Guadalajara,MEX,"['Hogar', 'Alimentos']",0.6861211391897313,0.4314558378662608,0.3256271841149015,26.37767,-114.772163,Regular Adulto,-0.35466024524481266,0.2732400107522853,0.042751401126082
4508,325,353.95,2023-03-03,15,Eduardo Gutiérrez,20,Veracruz,MEXICO,"['Juguetes', 'Ropa']",0.681909346169274,0.08124300133577263,0.14006981688925546,21.614527,-107.282044,Regular Joven,-0.6177732720617494,0.13731772987547963,-0.2725695097490358
4509,1074,1480.91,2024-02-28,4,Miguel Moreno,69,Cancún,méxico,"['Alimentos', 'Belleza', 'Ropa']",0.540513437625351,0.07437515025834794,0.17011586601428735,20.523432,-92.239832,Regular Adulto,-0.3078159122124527,-0.42592876815236835,0.304659355761828
4510,589,746.45,2023-10-14,6,Sofía Cruz,39,Monterrey,MEX,['Juguetes'],0.7695547533092659,0.3803120745358544,0.15225845844340574,20.419629,-99.894222,Regular Adulto,-0.5005809756633117,-0.3081269750447404,0.12288600027096952
4511,873,3856.82,2024-04-29,17,Mónica Ramos,18,Oaxaca,MEX,['Juguetes'],0.5078219013237064,0.49398516636732853,0.9707803537800386,32.466434,-93.318349,Regular Joven,0.38466112412998776,0.4283837234074106,-0.23307292672555957
4512,134,2953.1,2023-12-23,10,Valentina Jiménez,37,Oaxaca,méxico,"['Hogar', 'Alimentos']",0.15483353389490573,0.20247047222582915,0.9702516322058345,31.219853,-114.778812,Regular Adulto,0.12727778242123688,0.11333414701038114,-0.33140276686908865
4513,1320,1160.36,2023-07-25,9,Valentina Pérez,18,León,Mex,['Juguetes'],0.24087444845567588,0.5465804092683848,0.8704848493023318,17.727513,-88.877056,Premium Joven,-0.35559213988566096,-0.14783100627966372,-0.3655864931255646
4514,977,4819.37,2023-10-04,6,Daniela Gutiérrez,59,Oaxaca,MEX,"['Ropa', 'Alimentos', 'Hogar']",0.775371038908945,0.1875854142373561,0.7053045637926819,29.646651,-114.975929,Regular Adulto,0.6429900824897634,-0.04716479876591473,0.3910420705655169
4515,984,1141.8,2023-05-17,1,Gabriela González,21,Veracruz,mx,['Deportes'],0.6093060569594866,0.21677056723410218,0.013594915405215874,25.201629,-89.754823,Regular Joven,-0.38619835800104924,-0.6322448608596857,-0.1698620999554019
4516,481,3243.84,2024-01-29,8,Ricardo Jiménez,55,Ciudad de México,MEX,"['Alimentos', 'Hogar', 'Deportes']",0.9931809065383073,0.5255551684371974,0.30997173696722685,24.270795,-90.026936,Premium Adulto,0.1982728176350278,-0.12687817434427318,0.5318491594177204
4517,1130,2573.0,2023-05-29,4,Carlos Rodríguez,54,Puebla,MEXICO,"['Deportes', 'Alimentos']",0.30966706778981146,0.6708908279090338,0.7451939956780784,19.159659,-91.005417,Premium Adulto,0.03511977065789085,-0.3497867693343667,0.10792359180875932
4518,549,3620.15,2024-06-18,9,Roberto Hernández,32,Culiacán,Mex,['Juguetes'],0.6702767749699158,0.7117006738002153,0.5510020001674708,29.48428,-104.254097,Premium Adulto,0.32234613780286403,-0.0016558604855434478,0.019320089041909294
4519,1413,539.23,2024-11-05,17,Daniela Reyes,41,Ciudad de México,México,"['Hogar', 'Belleza', 'Juguetes']",0.049338146811070994,0.6169109583493502,0.05360654487596145,17.926787,-103.608458,Premium Adulto,-0.5487525259641916,0.15079390362227207,-0.5123053348048253
4520,636,3744.69,2023-01-21,3,Valentina Reyes,59,Ciudad de México,México,"['Alimentos', 'Hogar']",0.2565182511030886,0.839645576715645,0.746526817428661,29.451665,-108.121287,Premium Adulto,0.3626942389426442,-0.2644751461957316,0.07222417555690763
4521,1162,4787.91,2023-04-20,8,Alejandro Moreno,27,Querétaro,MEX,['Belleza'],0.6867228239069394,0.6546378564899392,0.9489833761870694,24.936698,-115.624668,Premium Joven,0.6677080342295014,0.037525865727387364,0.03047663288750868
4522,580,1297.89,2023-09-08,18,Carlos Ramírez,47,Tijuana,Mexico,['Deportes'],0.8584035298836743,0.8012977178729975,0.6420640414173691,21.264658,-88.66847,Premium Adulto,-0.34617900652906086,0.3913054940537528,0.33379846020438353
4523,1257,2893.35,2024-06-26,6,Verónica Torres,53,Acapulco,méxico,"['Belleza', 'Juguetes', 'Electrónica']",0.22101885278780584,0.8948532257172868,0.515468144291443,23.37311,-88.951036,Premium Adulto,0.12489709893782508,-0.2786388842774946,-0.01441230827547113
4524,1286,2510.33,2024-06-25,1,Daniela Sánchez,41,Acapulco,MEXICO,"['Alimentos', 'Hogar', 'Belleza']",0.08985158443642198,0.8810339574224089,0.5764686447005712,31.829668,-91.886484,Premium Adulto,0.016661829312973775,-0.4846195616611153,-0.22786450442265638
4525,306,4795.18,2023-12-02,18,Daniela Vargas,28,Mérida,Mexico,['Deportes'],0.054151624548736454,0.010179641488402957,0.9500909003130795,27.504549,-112.339573,Regular Joven,0.6517654980610643,0.46428073290216587,-0.560434294032511
4526,860,2861.36,2023-01-02,16,Claudia Reyes,66,Monterrey,Mex,"['Ropa', 'Belleza', 'Juguetes']",0.9783393501805054,0.9608923320995543,0.4232558431479807,30.163378,-96.049554,Premium Adulto,0.08331600701856778,0.37669101504902236,0.5917145149198515
4527,397,977.49,2023-11-10,14,Roberto García,33,Ciudad de México,MEX,"['Juguetes', 'Deportes']",0.8317288407541115,0.005127104098983457,0.7597690292022847,23.070159,-91.662191,Regular Adulto,-0.44862758809738534,0.19683933594069702,0.1489348079471463
4528,515,3495.33,2023-10-06,19,Elena Castillo,41,Monterrey,mx,['Juguetes'],0.9382270356999599,0.10610714207658002,0.5759542128986429,25.239623,-101.500637,Regular Adulto,0.26068029148021965,0.497111045257957,0.23405812372647095
4529,409,3162.79,2024-11-16,20,María Mendoza,54,Ciudad de México,Mex,['Hogar'],0.3876855194544725,0.49594189967692043,0.28433521775810033,25.099542,-98.503728,Regular Adulto,0.17523426153277932,0.43912211650269106,-0.07868111170673353
4530,1158,2841.91,2023-04-09,13,Pedro Castillo,46,Puebla,México,"['Deportes', 'Juguetes']",0.30304853590052144,0.2370064294502505,0.8366216948391085,18.307698,-116.706029,Regular Adulto,0.10354162621145757,0.18874116759166581,-0.14322931489420354
4531,967,3141.87,2023-09-08,11,Verónica Sánchez,56,Tijuana,Mex,"['Electrónica', 'Deportes']",0.2537103890894504,0.28686713112298756,0.7322855235391946,21.475348,-107.279808,Regular Adulto,0.18194842604567618,0.06323242995717637,-0.04559279827601537
4532,94,4296.09,2024-01-01,16,Sofía Ruiz,53,Monterrey,Mexico,"['Ropa', 'Deportes', 'Alimentos']",0.5623746490172483,0.01899522644495499,0.26873132063003735,20.68847,-91.780939,Regular Adulto,0.4920509072477697,0.19581925642014064,0.08310559669320383
4533,494,2685.81,2024-05-19,8,José Mendoza,28,Puebla,MEXICO,"['Alimentos', 'Juguetes', 'Deportes']",0.7623345367027677,0.9186978595497457,0.4377193630287266,14.692328,-91.289945,Premium Joven,0.07796078884558488,-0.20963584991275203,0.11136190181417827
4534,883,4789.63,2023-01-17,3,María García,33,Puebla,mx,"['Alimentos', 'Ropa']",0.25190533493782585,0.35320321871058735,0.3812578017816275,26.923875,-108.101052,Regular Adulto,0.6607806601889397,-0.38833625761872065,-0.29918825493336065
4535,212,2847.54,2023-05-21,8,Verónica Morales,23,Oaxaca,México,"['Hogar', 'Belleza', 'Deportes']",0.9304051343762535,0.8063939667818166,0.1462914768987134,20.56327,-98.291633,Premium Joven,0.11213963843985275,-0.1934430261707899,0.09685328371157476
4536,842,4339.43,2023-07-29,15,Carlos Ruiz,53,Hermosillo,méxico,"['Deportes', 'Alimentos']",0.9472523064580826,0.6092383010618042,0.7929590953265366,21.770877,-93.319961,Premium Adulto,0.516665288261352,0.31700648473822945,0.5094464127860459
4537,845,2698.15,2023-03-16,4,Ana Pérez,70,Querétaro,méxico,['Belleza'],0.05475330926594464,0.7426844272569608,0.6126325860494696,20.888541,-114.17347,Premium Adulto,0.07010834648391728,-0.29182679781066795,-0.008783306402318614
4538,1395,4949.38,2024-07-15,15,Jorge González,59,Culiacán,méxico,"['Belleza', 'Electrónica', 'Deportes']",0.02366626554352186,0.10380843040933267,0.40277432590002527,24.338026,-116.755523,Regular Adulto,0.6877677269901141,0.23461529328645236,-0.31585300418989337
4539,1472,721.82,2023-08-08,7,Ana Ortiz,39,Culiacán,Mex,['Electrónica'],0.9753309265944645,0.24370072008300045,0.20520166407736878,16.576418,-111.314487,Regular Adulto,-0.5079316697522244,-0.21236203053012154,0.2474981570337358
4540,760,529.44,2023-09-20,1,Valentina Mendoza,31,Monterrey,méxico,"['Belleza', 'Deportes']",0.0762133975130365,0.7797067985554628,0.1283725031126997,18.221085,-114.188028,Premium Adulto,-0.5290161535794445,-0.6079860816360108,-0.48845723824716986
4541,1204,2075.23,2023-10-15,19,Ana Martínez,57,Ciudad de México,Mexico,"['Alimentos', 'Juguetes']",0.770958684316085,0.5721015084331091,0.23118661334133206,16.451432,-114.919639,Premium Adulto,-0.12664244275104053,0.42191602111232296,0.21393351734798793
4542,922,4470.86,2023-04-06,11,Sergio Castillo,49,Culiacán,MEX,"['Deportes', 'Alimentos', 'Electrónica']",0.9634977938227035,0.33783990527456625,0.7535836945952475,20.026626,-115.789938,Regular Adulto,0.5575991761671968,0.16656460564155273,0.4194116657757101
4543,485,3078.28,2023-04-06,9,Gabriela Rodríguez,51,Chihuahua,Mex,"['Electrónica', 'Belleza']",0.39751303650220615,0.14807534323184976,0.5059452797877314,31.112386,-103.455391,Regular Adulto,0.14705527091730852,-0.02659918266710104,-0.027930967574052668
4544,1226,2707.61,2024-10-06,8,Daniela Mendoza,24,Puebla,Mex,"['Electrónica', 'Juguetes']",0.0950661853188929,0.7465451829262806,0.27147575820262976,28.775058,-105.864416,Premium Joven,0.07533397168225608,-0.1830880925373961,-0.56407752908026
4545,91,2406.26,2023-10-11,18,Carlos Gutiérrez,68,Tijuana,méxico,"['Ropa', 'Alimentos']",0.24227837946249497,0.2929918863706197,0.37846688906182036,26.754925,-101.523426,Regular Adulto,-0.04893675997383906,0.36947730936531786,-0.03442718197072425
4546,343,3303.62,2024-12-13,1,Fernando García,59,Tijuana,Mexico,['Electrónica'],0.08584035298836742,0.9220405051508883,0.45604058722684004,23.027343,-94.193796,Premium Adulto,0.24694413500158108,-0.5321652591925622,-0.03669674106569476
4547,1003,4094.47,2023-08-10,14,Eduardo Ramírez,45,Mérida,Mexico,['Electrónica'],0.5786201363818693,0.0985231934607567,0.9572701086142887,25.410815,-94.493155,Regular Adulto,0.44106205342594884,0.26404045555488764,0.12893626066378927
4548,678,545.46,2024-05-30,19,Miguel Díaz,63,Veracruz,México,"['Juguetes', 'Belleza']",0.9883674288006418,0.5703954735436029,0.08901473088552651,32.358585,-102.47129,Premium Adulto,-0.5929849005520639,0.47624388889428393,0.42382200682979443
4549,470,4627.81,2023-10-12,1,José Sánchez,35,Ciudad de México,México,"['Ropa', 'Belleza', 'Deportes']",0.3479743281187324,0.4152247222068661,0.891270458246287,14.559352,-107.119885,Regular Adulto,0.6349844937792901,-0.45835977489161706,-0.06802708641813071
4550,875,3497.08,2024-01-01,15,Carlos Mendoza,37,Hermosillo,Mexico,"['Hogar', 'Electrónica']",0.8551945447252306,0.417721421344335,0.9518835322126857,17.210615,-103.924528,Regular Adulto,0.2888270154200905,0.3191048255954818,0.24836213720760925
4551,1140,3494.9,2023-01-28,4,Miguel Ruiz,56,Ciudad de México,MEXICO,"['Alimentos', 'Juguetes', 'Hogar']",0.9011231448054553,0.6537430559751718,0.495263341138398,32.097957,-95.252075,Premium Adulto,0.26952785117167977,-0.22850812876370052,0.5119973506803916
4552,1285,2879.94,2024-11-14,9,Elena Hernández,69,León,México,"['Juguetes', 'Belleza', 'Alimentos']",0.7571199358202968,0.33026495608920753,0.688482697289337,27.093389,-99.229465,Regular Adulto,0.08715395382254099,0.03215552330790172,0.512705550350965
4553,395,901.74,2023-06-10,8,Jorge Gutiérrez,41,Ciudad de México,méxico,['Electrónica'],0.18812675491375852,0.9153050742645858,0.776857860703567,29.370699,-107.392025,Premium Adulto,-0.4414754045329817,-0.04997436536060218,-0.22272274230954558
4554,93,3675.58,2023-07-20,7,Ana Ruiz,51,Mérida,Mexico,"['Alimentos', 'Belleza', 'Electrónica']",0.8321299638989169,0.4339859634597411,0.8089892817359483,29.277224,-111.757873,Regular Adulto,0.32528763109751047,0.006965030952057583,0.37595529641282477
4555,405,706.51,2024-04-16,2,Carlos Ramos,49,Puebla,Mexico,['Belleza'],0.18993180906538307,0.7479040969264373,0.7310129325110081,24.914858,-94.144919,Premium Adulto,-0.4969685240283313,-0.43216379282158573,-0.05464750302281507
4556,1356,2274.86,2024-09-25,5,Gabriela González,48,Tijuana,México,"['Belleza', 'Ropa']",0.9283995186522263,0.03355244803793131,0.958249959634732,21.270017,-110.541175,Regular Adulto,-0.07186513809990858,-0.12894922697113786,0.44720961885955957
4557,65,633.49,2023-07-29,12,Valentina Rivera,51,Cancún,México,"['Deportes', 'Juguetes', 'Electrónica']",0.013437625350982751,0.4319906611624436,0.49262080166156663,25.999535,-96.284775,Regular Adulto,-0.5345015501779142,0.015346820253521853,-0.3171989659394823
4558,1285,3795.12,2023-11-03,14,Elena Hernández,69,León,México,"['Juguetes', 'Belleza', 'Alimentos']",0.7571199358202968,0.33026495608920753,0.688482697289337,27.093389,-99.229465,Regular Adulto,0.3444225108628376,0.28911059379103066,0.4790305302953237
4559,316,3455.19,2023-06-12,16,Isabel Torres,39,Culiacán,México,"['Electrónica', 'Alimentos', 'Belleza']",0.9671079021259527,0.9934394151912959,0.5074095140235417,28.04764,-115.991068,Premium Adulto,0.2722997473490363,0.4210257453913584,0.24629151833921314
4560,775,87.73,2024-01-19,2,Sergio Torres,52,Hermosillo,México,"['Electrónica', 'Juguetes']",0.9947853991175291,0.22009007144262155,0.2842010007381268,28.599347,-95.108488,Regular Adulto,-0.7090542187616,-0.4149335495717586,0.48158547187010803
4561,1092,916.72,2024-03-06,4,Alejandro Reyes,45,Monterrey,México,"['Alimentos', 'Deportes']",0.39991977537103884,0.7349269181964627,0.25469555907264985,16.971738,-95.903197,Premium Adulto,-0.43369424019527925,-0.4506899651775332,-0.02380398404482309
4562,174,3833.87,2023-08-05,3,Alejandro Hernández,21,Querétaro,México,"['Juguetes', 'Ropa']",0.05976734857601283,0.08421538465494256,0.7369079309972271,24.976051,-97.272887,Regular Joven,0.39322480296636075,-0.41426844877524244,-0.5020887956510659
4563,315,2104.51,2024-03-21,8,Valentina González,41,Puebla,MEXICO,"['Belleza', 'Ropa']",0.018652226233453667,0.852608613483461,0.14311701066511145,26.599112,-112.88973,Premium Adulto,-0.09751997324634831,-0.18779176762713323,-0.4737431127925835
4564,1433,4072.37,2023-09-30,17,Fernando Moreno,70,Monterrey,méxico,"['Electrónica', 'Juguetes']",0.6899318090653831,0.8706139025773083,0.20541574356295839,28.373892,-111.855151,Premium Adulto,0.43191712043405883,0.4044621809570781,0.32095071145056475
4565,1462,2797.24,2024-11-24,17,Fernando Cruz,31,Chihuahua,MEXICO,['Electrónica'],0.36782992378660245,0.9506291244711228,0.11109429874144501,29.346791,-94.585658,Premium Adulto,0.08765328484045831,0.24699427986293077,-0.32588879181267677
4566,1212,4499.93,2024-08-22,11,Alejandro Sánchez,66,Veracruz,mx,['Ropa'],0.5858403529883675,0.23911486744481744,0.36659596122957744,27.977049,-90.27285,Regular Adulto,0.5446762725148082,0.027754424172371173,0.3054149336127625
4567,928,829.12,2024-08-31,18,María Morales,59,León,Mexico,"['Belleza', 'Ropa']",0.7023666265543522,0.2886207344306639,0.09110357507398965,22.646307,-109.921038,Regular Adulto,-0.4982058833230807,0.3484886695800571,0.14595202346591285
4568,1353,2858.1,2024-04-04,14,Claudia Mendoza,19,Culiacán,México,['Juguetes'],0.07260328920978741,0.40800203644255084,0.41538778769351453,17.806442,-93.403746,Regular Joven,0.12091847977538062,0.019027836574063817,-0.6165155317267519
4569,353,3074.2,2024-03-31,9,María Jiménez,18,Culiacán,MEX,"['Belleza', 'Electrónica', 'Hogar']",0.374047332531087,0.8251744925285444,0.4625638014960991,16.780376,-90.322576,Premium Joven,0.19371407395959295,-0.19880187939404104,-0.30849647850168654
4570,647,1338.13,2023-08-08,1,Elena Vargas,40,Querétaro,mx,"['Ropa', 'Belleza']",0.4915764139590854,0.501786386947226,0.9511965547492593,17.115451,-94.330843,Premium Adulto,-0.3111510496913514,-0.46775565690702975,0.1307057415690236
4571,402,2058.79,2024-01-20,18,Carlos Moreno,54,Oaxaca,méxico,"['Deportes', 'Juguetes']",0.7615322904131568,0.9122246977798405,0.03834613647961177,28.26853,-90.402886,Premium Adulto,-0.14120304611572032,0.32691507657197505,0.22214853859532635
4572,953,4639.88,2024-08-18,4,Daniela Díaz,68,Acapulco,mx,"['Deportes', 'Hogar', 'Alimentos']",0.054953870838347366,0.059990203477122805,0.8010098461872951,17.042406,-104.487478,Regular Adulto,0.6130186131754263,-0.32068536519650825,0.011618969010779523
4573,1423,677.56,2023-02-25,8,Roberto Hernández,30,Culiacán,Mexico,"['Hogar', 'Alimentos']",0.13116726835138387,0.664262104555383,0.5802229818801681,21.183193,-114.502317,Premium Adulto,-0.4958062162619913,-0.1421943192530194,-0.44518218016535527
4574,1435,2691.04,2023-04-26,18,Alejandro Rodríguez,26,Tijuana,méxico,['Belleza'],0.6969514640994785,0.8951682057835483,0.8830436894429167,16.798587,-114.872076,Premium Joven,0.07747195780137461,0.4687725361318529,-0.04194233540793113
4575,982,2003.3,2024-10-27,19,Miguel Rodríguez,28,Cancún,méxico,"['Electrónica', 'Belleza', 'Juguetes']",0.7593261131167268,0.6291231854898326,0.16472461538810823,30.683274,-103.680324,Premium Joven,-0.15334325994348652,0.42796250643547906,-0.11563406349176442
4576,1460,3701.18,2023-05-19,2,Laura Martínez,53,Chihuahua,méxico,['Deportes'],0.52647412755716,0.8870751465300125,0.8608065334441436,23.136115,-88.489664,Premium Adulto,0.35641835323837556,-0.37768006940141235,0.32067742267936405
4577,1061,939.97,2023-08-26,5,Claudia Mendoza,57,Hermosillo,MEX,['Alimentos'],0.05816285599679101,0.8509565751767424,0.6187860023801152,28.384051,-98.316251,Premium Adulto,-0.43620997765363345,-0.26807491549886203,-0.12443257975332822
4578,493,4544.61,2024-06-04,20,Ricardo Gutiérrez,18,Puebla,MEX,"['Belleza', 'Alimentos', 'Hogar']",0.8184917769755314,0.7463086264683535,0.2068718312930788,27.452494,-98.14257,Premium Joven,0.5811693579360584,0.45715037919194645,-0.1348975667249679
4579,1114,4427.88,2023-09-05,18,Jorge García,44,Tijuana,MEX,"['Hogar', 'Ropa']",0.5776173285198556,0.48981585879636486,0.3736258614428957,25.79022,-108.304329,Regular Adulto,0.5404689376241054,0.4104591032957474,-0.03547785894145705
4580,1132,463.66,2024-06-21,18,Carlos Vargas,65,Oaxaca,México,"['Deportes', 'Electrónica', 'Alimentos']",0.9743281187324508,0.3457606897163509,0.4002344858145965,22.573519,-111.399754,Regular Adulto,-0.6053780623410749,0.4506153005061311,0.47417617153598846
4581,192,1335.31,2023-12-07,18,Sofía Vargas,36,Veracruz,MEX,['Belleza'],0.11572402727637385,0.8190484516479886,0.6596380574296599,27.135066,-102.393799,Premium Adulto,-0.323459513706637,0.38606345441813983,-0.4155157993530672
4582,279,4149.15,2023-02-15,14,Patricia Sánchez,21,Veracruz,méxico,['Belleza'],0.43882872041716803,0.9236449750394368,0.6298557681199988,15.567383,-114.052224,Premium Joven,0.5033289832953136,0.17975400722373702,-0.29562355396130036
4583,1005,4258.71,2023-07-30,5,Gabriela Gutiérrez,28,Puebla,MEX,"['Alimentos', 'Electrónica', 'Ropa']",0.5896510228640193,0.08173154184670885,0.9579335814055607,25.812814,-107.250114,Regular Joven,0.5034702457393696,-0.16055064413214015,-0.02083642458612478
4584,452,3508.94,2023-04-02,17,Gabriela Rivera,57,León,MEXICO,"['Alimentos', 'Belleza']",0.7549137585238668,0.674436603512092,0.6543190569605013,30.153739,-106.953613,Premium Adulto,0.27134381514813866,0.4726740984858113,0.3037380913771657
4585,303,3142.96,2023-03-15,14,Jorge Gutiérrez,27,Chihuahua,méxico,"['Deportes', 'Juguetes', 'Belleza']",0.15924588848776575,0.5375642655757642,0.20676659446547768,19.615066,-87.496138,Premium Joven,0.19562556928960295,-0.008083357714926409,-0.47290024660089186
4586,1477,3187.58,2023-03-24,11,Verónica Díaz,57,Acapulco,México,['Electrónica'],0.7376654632972323,0.9874817922237208,0.9073006446556985,28.114291,-116.060137,Premium Adulto,0.19847115345797572,0.24171041947910155,0.3728414504072046
4587,944,864.94,2023-10-10,11,Laura Jiménez,31,Cancún,MEX,"['Deportes', 'Ropa', 'Electrónica']",0.26253509827517046,0.13484746608178938,0.7142201797493093,24.987601,-99.308972,Regular Adulto,-0.4667150254896886,0.012236379413022913,-0.3212454168550798
4588,62,213.88,2023-01-12,1,Gabriela González,51,Tijuana,México,['Deportes'],0.18551945447252305,0.4457109357222108,0.5836409084395529,32.498006,-104.925452,Regular Adulto,-0.654293455093071,-0.43245374067557885,-0.12338163090251264
4589,1362,3469.87,2023-02-01,3,Pedro Reyes,50,Puebla,méxico,"['Juguetes', 'Hogar']",0.24267950260730042,0.044709170548206736,0.020621743985241206,19.743967,-113.630101,Regular Adulto,0.27635474067508436,-0.48155617094686787,-0.21109348249048498
4590,661,866.37,2024-10-14,19,Miguel Moreno,20,Oaxaca,Mexico,['Alimentos'],0.7380665864420377,0.20543128484868742,0.11715703511531246,20.181981,-88.469253,Regular Joven,-0.4738274456296099,0.27128397632258205,-0.19148883276473205
4591,167,459.03,2023-07-14,16,Alejandro Flores,45,Hermosillo,Mex,"['Belleza', 'Hogar']",0.7946249498596069,0.9072942955181551,0.6394809313672921,23.643349,-98.53132,Premium Adulto,-0.5809700304725678,0.3283625406590025,0.24278157757648477
4592,202,2222.95,2024-07-05,12,María Reyes,52,Mérida,Mex,"['Ropa', 'Deportes', 'Alimentos']",0.5134376253509828,0.6799172566650424,0.3978200484970832,27.306168,-113.760804,Premium Adulto,-0.08277382716925097,0.13625306175378082,0.03193861716180979
4593,118,3947.96,2024-09-11,1,Gabriela Jiménez,47,Culiacán,México,"['Deportes', 'Hogar']",0.5742077817890092,0.19839373022535858,0.08771703259390216,20.271039,-102.77599,Regular Adulto,0.41231292963635724,-0.5645459082580864,0.08602625139459674
4594,1473,791.39,2023-12-28,11,Mónica Martínez,32,Chihuahua,Mexico,"['Electrónica', 'Hogar', 'Juguetes']",0.35098275170477333,0.48511558482798883,0.6313536567727577,18.343976,-104.509273,Regular Adulto,-0.47211586283908513,-0.01054150815116528,-0.23935314752728243
4595,777,3377.28,2024-05-31,10,María García,54,Querétaro,MEXICO,"['Electrónica', 'Hogar']",0.43080625752105894,0.23205288579594177,0.9298879668498652,15.100688,-97.438505,Regular Adulto,0.25474673462761455,-0.006337657141996522,0.15404080063289116
4596,599,1340.98,2023-03-29,18,Daniela González,18,Puebla,MEX,"['Juguetes', 'Ropa']",0.44464500601684714,0.41774970526865235,0.9622302621852694,29.704127,-109.349775,Regular Joven,-0.32900500447340064,0.49395263502770637,-0.35594137426415123
4597,303,3021.72,2024-08-13,18,Jorge Gutiérrez,27,Chihuahua,méxico,"['Deportes', 'Juguetes', 'Belleza']",0.15924588848776575,0.5375642655757642,0.20676659446547768,19.615066,-87.496138,Premium Joven,0.15787627628682033,0.1931778400296772,-0.5047944330126538
4598,977,1471.56,2024-06-18,3,Daniela Gutiérrez,59,Oaxaca,MEX,"['Ropa', 'Alimentos', 'Hogar']",0.775371038908945,0.1875854142373561,0.7053045637926819,29.646651,-114.975929,Regular Adulto,-0.3101479703620277,-0.2154492130604248,0.39499971152660485
4599,309,919.84,2023-10-23,17,Andrés Gutiérrez,55,Acapulco,MEXICO,"['Electrónica', 'Belleza']",0.4173686321700762,0.34576197534927433,0.2838227891952761,24.48497,-104.585654,Regular Adulto,-0.46546904908320863,0.2947343166540083,-0.061150011794622205
